Track name, Artist name, Album, Playlist name, Type, ISRC,,Date
"Holiday - Live at Milton Keynes National Bowl, Milton Keynes, England, 6/18/05",Green Day,Bullet in a Bible,Something,Playlist track,USVIC0525802,,2018.05.22
Desolation Row,My Chemical Romance,"Desolation Row [From ""Watchmen""]",Something,Playlist track,USUM71703495,,2018.05.22
Devotion And Desire,Bayside,Bayside,Something,Playlist track,USEK70908006,,2018.05.22
House On Fire,Rise Against,Wolves,Something,Playlist track,USEK71527701,,2018.05.22
Self-Trepanation,Dance Gavin Dance,Happiness,Something,Playlist track,USEK71527702,,2018.07.06
We Own The Night,Dance Gavin Dance,Instant Gratification,Something,Playlist track,QMRSZ1800499,,2018.07.09
"Stroke God, Millionaire",Dance Gavin Dance,Instant Gratification,Something,Playlist track,QMRSZ1600572,,2018.07.09
Midnight Crusade,Dance Gavin Dance,Midnight Crusade,Something,Playlist track,QMRSZ1600573,,2018.07.09
Chucky vs. The Giant Tortoise,Dance Gavin Dance,Mothership,Something,Playlist track,QMRSZ1600574,,2018.07.09
Young Robot,Dance Gavin Dance,Mothership,Something,Playlist track,QMRSZ1600576,,2018.07.09
Frozen One,Dance Gavin Dance,Mothership,Something,Playlist track,QMRSZ1600577,,2018.07.09
Deception,Dance Gavin Dance,Mothership,Something,Playlist track,QMRSZ1600583,,2018.07.09
Inspire The Liars,Dance Gavin Dance,Mothership,Something,Playlist track,QMRSZ1600585,,2018.07.09
Petting Zoo Justice,Dance Gavin Dance,Mothership,Something,Playlist track,QMRSZ1800498,,2018.07.09
Man Of The Year,Dance Gavin Dance,Mothership,Something,Playlist track,QMRSZ1600582,,2018.07.09
Son of Robot,Dance Gavin Dance,Son of Robot,Something,Playlist track,QMRSZ1701602,,2018.07.09
Betrayed By The Game,Dance Gavin Dance,Mothership,Something,Playlist track,QMRSZ1800501,,2018.07.09
Summertime Gladness,Dance Gavin Dance,Summertime Gladness,Something,Playlist track,USUM71806088,,2018.07.09
Care,Dance Gavin Dance,Care,Something,Playlist track,USCA20501001,,2018.07.09
House On Fire - Ghost Note Symphonies,Rise Against,House On Fire (Ghost Note Symphonies),Something,Playlist track,USHR20323017,,2018.07.09
Lights And Sounds,Yellowcard,Lights And Sounds,Something,Playlist track,USEP41705002,,2018.07.09
Remenissions,Avenged Sevenfold,Waking The Fallen,Something,Playlist track,USEP41705005,,2018.07.09
Loser,Falling In Reverse,Coming Home (Deluxe Edition),Something,Playlist track,USUM71806089,,2018.07.09
I'm Bad At Life,Falling In Reverse,Coming Home (Deluxe Edition),Something,Playlist track,USRC10100769,,2018.07.09
Like The Angel - Ghost Note Symphonies,Rise Against,Like The Angel (Ghost Note Symphonies),Something,Playlist track,usx9p0965511,,2018.07.09
Someday,The Strokes,Is This It,Something,Playlist track,USAT21203515,,2018.07.09
Taxi Cab,Twenty One Pilots,Twenty One Pilots,Something,Playlist track,USSM11101701,,2018.07.09
Car Radio,Twenty One Pilots,Vessel,Something,Playlist track,USTN10600287,,2018.07.09
Don't Stop (Color on the Walls),Foster The People,Torches,Something,Playlist track,QMRSZ1600578,,2018.07.09
Say This Sooner,The Almost,Southern Weather,Something,Playlist track,USVIC0833902,,2018.08.13
Philosopher King,Dance Gavin Dance,Mothership,Something,Playlist track,US95P0700329,,2018.08.13
Warm Me Up,The Audition,Champion,Something,Playlist track,USJPQ1300011,,2018.08.13
The Shake,My American Heart,Hiding Inside The Horrible Weather,Something,Playlist track,USUYG1106795,,2018.08.13
Sloppy Seconds,Watsky,Cardboard Castles,Something,Playlist track,USUYG1106811,,2018.08.13
Talking to Myself,Watsky,x Infinity,Something,Playlist track,USRC11100047,,2018.08.13
(Bonus Track) Exquisite Corpse,Watsky,x Infinity,Something,Playlist track,USUYG1106803,,2018.08.13
Call Me Back,The Strokes,Angles,Something,Playlist track,USUYG1106805,,2018.08.13
Stick to Your Guns,Watsky,x Infinity,Something,Playlist track,USUM71806091,,2018.08.13
Going Down,Watsky,x Infinity,Something,Playlist track,QM24S1826199,,2018.08.13
Savior - Ghost Note Symphonies,Rise Against,"The Ghost Note Symphonies, Vol.1",Something,Playlist track,USAT21203514,,2018.08.13
Welcome To The Family,Watsky,Welcome To The Family,Something,Playlist track,USJPQ1400100,,2018.08.13
House of Gold,Twenty One Pilots,Vessel,Something,Playlist track,USJPQ1400091,,2018.08.26
Grass Is Greener,Watsky,All You Can Do,Something,Playlist track,USJPQ1300010,,2018.08.26
Whoa Whoa Whoa,Watsky,All You Can Do,Something,Playlist track,USAT21500600,,2018.08.26
"Tiny Glowing Screens, Part 2",Watsky,Cardboard Castles,Something,Playlist track,USRN19600010,,2018.08.26
The Judge,Twenty One Pilots,Blurryface,Something,Playlist track,USTN10600175,,2018.08.26
Mister Sandman,Chet Atkins,The Essential Chet Atkins,Something,Playlist track,USEK71010809,,2018.08.26
Attack Of The Dungeon Witch,He Is Legend,Suck Out The Poison,Something,Playlist track,QM24S1834206,,2018.08.26
A Faint Illusion,Tides Of Man,Dreamhouse,Something,Playlist track,USHR21880003,,2018.08.26
All Like Whatever,Watsky,All Like Whatever,Something,Playlist track,US3X50511205,,2018.09.14
It Don't Exist,Bayside,It Don't Exist,Something,Playlist track,USEK71010807,,2018.12.07
Mouths Like Sidewinder Misssles,The Fall of Troy,Doppelganger,Something,Playlist track,USCA20601168,,2018.12.07
Chemical Fires,Tides Of Man,Dreamhouse,Something,Playlist track,USAR50010125,,2018.12.07
Collapse,Saosin,Saosin,Something,Playlist track,US68L0500001,,2018.12.07
Brackish,Kittie,Spit,Something,Playlist track,US68L0500002,,2018.12.07
Shut Me Up,Mindless Self Indulgence,You'll Rebel To Anything (Expanded and Remastered),Something,Playlist track,USHR21810102,,2018.12.07
1989,Mindless Self Indulgence,You'll Rebel To Anything (Expanded and Remastered),Something,Playlist track,USUYG1106799,,2018.12.07
Sing To Me,With Confidence,Love and Loathing,Something,Playlist track,USUYG1106800,,2018.12.07
Pink Lemonade,Watsky,x Infinity,Something,Playlist track,USEP40818109,,2018.12.07
Don't Be Nice,Watsky,x Infinity,Something,Playlist track,USEP41310004,,2018.12.07
10 Miles Wide,Escape the Fate,This War Is Ours (Deluxe Edition),Something,Playlist track,USHR21880011,,2018.12.07
Fashionably Late,Falling In Reverse,Fashionably Late (Deluxe Edition),Something,Playlist track,USP6L1800289,,2018.12.07
Devotion and Desire,Bayside,Acoustic Volume 2,Something,Playlist track,QM4TW1898425,,2018.12.07
Disease,Beartooth,Disease,Something,Playlist track,SEYOK1771397,,2018.12.07
New Light,John Mayer,New Light,Something,Playlist track,USDY41805670,,2018.12.07
Romeo & Juliet,Hobo Johnson,The Rise of Hobo Johnson,Something,Playlist track,USMC19989459,,2018.12.07
Peach Scone,Hobo Johnson,Peach Scone,Something,Playlist track,US3X50510305,,2018.12.07
Date Rape,Sublime,Sublime Greatest Hits,Something,Playlist track,USHR21880004,,2018.12.07
In Fear and Faith,Circa Survive,Juturna,Something,Playlist track,USVIC0845503,,2018.12.07
Duality,Bayside,Acoustic Volume 2,Something,Playlist track,USUYG1106801,,2018.12.07
Duality,Bayside,The Walking Wounded (Gold Edition),Something,Playlist track,USUYG1106804,,2018.12.07
Yes Britannia,Watsky,x Infinity,Something,Playlist track,USA6G1454106,,2018.12.09
Brave New World,Watsky,x Infinity,Something,Playlist track,QM24S1841883,,2018.12.09
Dark Days,PUP,PUP,Something,Playlist track,QMRSZ1800511,,2018.12.07
Mean Ass Drunk,Watsky,Mean Ass Drunk,Something,Playlist track,USRC10100765,,2018.12.07
Evaporate,Dance Gavin Dance,Artificial Selection,Something,Playlist track,USSM10700153,,2018.12.07
Last Nite,The Strokes,Is This It,Something,Playlist track,USRC11100049,,2018.12.07
Dashboard,Modest Mouse,We Were Dead Before The Ship Even Sank,Something,Playlist track,USRC11300085,,2018.12.07
Life Is Simple in the Moonlight,The Strokes,Angles,Something,Playlist track,USRC10301938,,2018.12.07
"Call It Fate, Call It Karma",The Strokes,Comedown Machine,Something,Playlist track,USSM10315494,,2018.12.07
Modern Girls & Old Fashion Men,The Strokes,Modern Girls & Old Fashion Men,Something,Playlist track,USSM10315493,,2018.12.07
Float On,Modest Mouse,Good News For People Who Love Bad News,Something,Playlist track,USRC11000232,,2018.12.22
The World At Large,Modest Mouse,Good News For People Who Love Bad News,Something,Playlist track,USRC10503559,,2018.12.22
"I'll Try Anything Once - Live From Electric Lady Studios for WRXP, New York",Julian Casablancas,Live From Electric Lady Studios/WRXP New York,Something,Playlist track,USSM10402947,,2018.12.22
You Only Live Once,The Strokes,First Impressions Of Earth,Something,Playlist track,USHR21070002,,2018.12.22
Take Me Out,Franz Ferdinand,Franz Ferdinand,Something,Playlist track,QM24S1845562,,2018.12.22
"For You, And Your Denial",Yellowcard,"When You're Through Thinking, Say Yes",Something,Playlist track,USEP40604105,,2019.02.02
No Complaints No Conversation,Watsky,No Complaints No Conversation,Something,Playlist track,USSM10201529,,2019.02.20
Monsters,Matchbook Romance,Voices,Something,Playlist track,TCACH1523562,,2019.02.20
Send the Pain Below,Chevelle,Wonder What's Next (Expanded Edition),Something,Playlist track,QM24S1845565,,2019.02.20
Choking on Flowers,Fox Academy,Elsie,Something,Playlist track,QM24S1845563,,2019.02.20
Whitecaps,Watsky,COMPLAINT,Something,Playlist track,QZARB1809598,,2019.02.20
Feels Alright,Watsky,COMPLAINT,Something,Playlist track,QM24S1845564,,2019.02.20
Wii Tennis,420 Unlovable,The 420 Unlovable Family Tape,Something,Playlist track,USHR21811904,,2019.02.20
Limo 4 Emos,Watsky,COMPLAINT,Something,Playlist track,USDW10400797,,2019.03.13
Semi-Charmed Life,Dance Gavin Dance,Semi-Charmed Life,Something,Playlist track,USUM71703498,,2019.03.13
The First Drop,Rise Against,Siren Song Of The Counter-Culture,Something,Playlist track,USI2R0750310,,2019.03.13
Mourning In Amerika,Rise Against,Wolves,Something,Playlist track,TCACN1653921,,2019.03.13
Set Sail,Scary Kids Scaring Kids,Scary Kids Scaring Kids,Something,Playlist track,USUM71301306,,2019.03.13
The Wondersmith and His Sons,Astronautalis,Pomegranate,Something,Playlist track,USI2R0750303,,2019.03.13
Counting Stars,OneRepublic,Native,Something,Playlist track,QMRSZ1600580,,2019.03.13
Holding On,Scary Kids Scaring Kids,Scary Kids Scaring Kids,Something,Playlist track,QMRSZ1800507,,2019.03.13
Here Comes The Winner,Dance Gavin Dance,Mothership,Something,Playlist track,QMRSZ1800509,,2019.03.13
Story Of My Bros,Dance Gavin Dance,Artificial Selection,Something,Playlist track,USRC11300078,,2019.03.13
Gospel Burnout,Dance Gavin Dance,Artificial Selection,Something,Playlist track,USRC11300083,,2019.03.13
Welcome To Japan,The Strokes,Comedown Machine,Something,Playlist track,USRC11300079,,2019.03.13
Chances,The Strokes,Comedown Machine,Something,Playlist track,USP6L1900351,,2019.03.13
80's Comedown Machine,The Strokes,Comedown Machine,Something,Playlist track,QMRSZ1600581,,2020.07.24
Fast Times,Albert Hammond Jr,Fast Times,Something,Playlist track,TCAEC1922070,,2019.03.13
Exposed,Dance Gavin Dance,Mothership,Something,Playlist track,US37V1120701,,2019.03.13
Everything Is Good Now,Foreign Air,Everything Is Good Now,Something,Playlist track,USUM70832583,,2019.03.13
Flashlight,The Front Bottoms,The Front Bottoms,Something,Playlist track,USUM70832582,,2019.03.27
Hero Of War,Rise Against,Appeal To Reason,Something,Playlist track,QMRSZ1900407,,2019.03.27
Entertainment,Rise Against,Appeal To Reason,Something,Playlist track,FR10S1951764,,2019.03.27
Head Hunter,Dance Gavin Dance,Head Hunter,Something,Playlist track,USRC10900514,,2019.03.27
"Hello, Anxiety",Phum Viphurit,"Hello, Anxiety",Something,Playlist track,USRC10900516,,2019.03.27
Glass,Julian Casablancas,Phrazes For The Young,Something,Playlist track,USRE11900098,,2019.05.20
Tourist,Julian Casablancas,Phrazes For The Young,Something,Playlist track,USRC11300167,,2019.05.20
Happy Together (feat. Ray Toro),Gerard Way,Happy Together (feat. Ray Toro),Something,Playlist track,USRC10503421,,2019.05.20
Fast Animals,The Strokes,Fast Animals,Something,Playlist track,USRC10301489,,2019.05.20
Juicebox,The Strokes,Juicebox,Something,Playlist track,QMRSZ1900484,,2019.05.20
12:51,The Strokes,12:51,Something,Playlist track,USUM70832575,,2019.05.20
Moon,Secret Band,LP2,Something,Playlist track,GBK3W1800819,,2019.05.20
Collapse (Post-Amerika),Rise Against,Appeal To Reason,Something,Playlist track,QZDA61831222,,2019.05.20
Coffee,beabadoobee,Coffee,Something,Playlist track,US22N1812802,,2019.05.20
Painkiller,Beach Bunny,Painkiller,Something,Playlist track,FR10S1894031,,2019.05.20
Future Me Hates Me,The Beths,Future Me Hates Me,Something,Playlist track,QMMTR1400044,,2019.05.20
Lover Boy,Phum Viphurit,Lover Boy,Something,Playlist track,USA2B1703467,,2019.05.20
Blood on the Radio,Thank You Scientist,Maps of Non-Existent Places,Something,Playlist track,GBKQU1735273,,2019.05.20
I'll Make You Sorry,Screaming Females,All at Once,Something,Playlist track,uscgj1661581,,2019.05.20
Bed Mood,Serial Chiller,Three Minute Heroes: #HearMeOut,Something,Playlist track,USUM70832576,,2019.05.20
The Fiddler & the Devil,Bella's Bartok,Change Yer Life,Something,Playlist track,TCADJ1740095,,2019.05.20
Long Forgotten Sons,Rise Against,Appeal To Reason,Something,Playlist track,TCADW1863640,,2019.05.20
Killers,The Pits,Killers,Something,Playlist track,TCADW1863649,,2019.05.20
The Greatest Show on Earth,The Pits,The Greatest Show on Earth,Something,Playlist track,TCADW1863641,,2019.05.20
Killers,The Pits,The Greatest Show on Earth,Something,Playlist track,TCADW1863644,,2019.02.04
Horrors,The Pits,The Greatest Show on Earth,Something,Playlist track,TCADW1863648,,2019.05.20
Salt,The Pits,The Greatest Show on Earth,Something,Playlist track,QM2PV1704667,,2019.05.20
A Place to Hide,The Pits,The Greatest Show on Earth,Something,Playlist track,QZ9JZ1750151,,2019.05.20
Butterflies,Samsa,Butterflies,Something,Playlist track,QM2PV1704568,,2019.05.20
Superlative Heroes,Samsa,Superlative Heroes,Something,Playlist track,USEK71527712,,2019.05.20
Haunt Me,Samsa,Haunt Me,Something,Playlist track,USEK71527707,,2019.05.20
Lost,Dance Gavin Dance,Instant Gratification,Something,Playlist track,USEK71527703,,2019.07.24
The Cuddler,Dance Gavin Dance,Instant Gratification,Something,Playlist track,USAT20504677,,2019.07.24
Something New,Dance Gavin Dance,Instant Gratification,Something,Playlist track,USP6L1800298,,2019.07.24
I Will Follow You into the Dark,Death Cab for Cutie,Plans,Something,Playlist track,USEK71527710,,2019.07.24
Used And Abused,Beartooth,Disease,Something,Playlist track,TCADZ1839914,,2019.07.24
Death Of A Strawberry,Dance Gavin Dance,Instant Gratification,Something,Playlist track,USRC10100762,,2019.07.24
Beware (Instrumental),Bear Ghost,Your Parents Are Only Marginally Disappointed in Your Musical Taste! (Instrumental),Something,Playlist track,USP6L1900383,,2019.07.24
Is This It,The Strokes,Is This It,Something,Playlist track,USIR20400274,,2019.07.24
More to Life,Albert Hammond Jr,More to Life,Something,Playlist track,US2421119815,,2019.07.24
Mr. Brightside,The Killers,Hot Fuss,Something,Playlist track,TCAEG1955774,,2019.07.24
JX-47,Mindless Self Indulgence,Tighter,Something,Playlist track,GBUM71901116,,2019.07.24
Red Hen,Wolf & Bear,Red Hen,Something,Playlist track,USEK71112312,,2019.07.24
Crooked Soul - Single Version,Dayseeker,Crooked Soul,Something,Playlist track,USEK71112313,,2019.07.24
People You Knew,Dance Gavin Dance,People You Knew / Perfect,Something,Playlist track,GBUM71701516,,2019.07.24
Perfect,Dance Gavin Dance,People You Knew / Perfect,Something,Playlist track,USEK71527706,,2019.07.24
Vultures,Dayseeker,Dreaming Is Sinking /// Waking Is Rising,Something,Playlist track,USEK71320902,,2019.07.24
Awkward,Dance Gavin Dance,Instant Gratification,Something,Playlist track,USEK71112308,,2019.07.24
The Robot with Human Hair pt. 4,Dance Gavin Dance,Acceptance Speech,Something,Playlist track,USEK70908001,,2019.07.24
Blue Dream,Dance Gavin Dance,Downtown Battle Mountain II,Something,Playlist track,QMRSZ1800502,,2019.07.24
Tree Village,Dance Gavin Dance,Happiness,Something,Playlist track,US5261923181,,2019.07.24
Count Bassy,Dance Gavin Dance,Artificial Selection,Something,Playlist track,US5261923187,,2019.07.24
A Decade Under The Influence - Acoustic,Taking Back Sunday,"Punk Goes Acoustic, Vol. 3",Something,Playlist track,US5260709802,,2019.07.31
Wolf In Sheep’s Clothing - Acoustic,Set It Off,"Punk Goes Acoustic, Vol. 3",Something,Playlist track,USADD0330503,,2019.07.31
Don't Be So Hard,The Audition,"Punk Goes Acoustic, Vol. 2",Something,Playlist track,USAT21903522,,2019.07.31
Firewater,Yellowcard,Punk Goes Acoustic,Something,Playlist track,USRE11900290,,2019.07.31
Chlorine (Mexico City),Twenty One Pilots,Chlorine (Mexico City),Something,Playlist track,USWB11901117,,2019.07.31
Typical Story,Hobo Johnson,Typical Story,Something,Playlist track,US3X51326903,,2019.07.31
I Dare You,The Regrettes,I Dare You,Something,Playlist track,GBDMT1900100,,2019.07.31
Vanity's Fair,A Lot Like Birds,Conversation Piece,Something,Playlist track,GBDMT1800241,,2019.08.03
Sucker,Our Last Night,Sucker,Something,Playlist track,USYFZ1918301,,2019.08.03
Better Now,Our Last Night,Better Now,Something,Playlist track,US3X51943301,,2019.08.03
Leave It All Behind,Sleeping With Sirens,Break Me Down,Something,Playlist track,US5261923179,,2019.08.03
Chaos in Motion - Unplugged in LA,I The Mighty,Unplugged in LA,Something,Playlist track,USRC10100766,,2019.08.03
Story Of My Bros - Acoustic,Dance Gavin Dance,"Punk Goes Acoustic, Vol. 3",Something,Playlist track,AUUM71500303,,2019.08.03
Trying Your Luck,The Strokes,Is This It,Something,Playlist track,QZB581900016,,2019.08.03
The Less I Know The Better,Tame Impala,Currents,Something,Playlist track,IELBC1600001,,2019.08.03
Big Grey Dog,JigJam,Big Grey Dog,Something,Playlist track,US3X51738010,,2019.08.03
Hello World,JigJam,Hello World,Something,Playlist track,QMRSZ1801280,,2019.08.03
Silver Tongues,I The Mighty,Where the Mind Wants to Go / Where You Let It Go,Something,Playlist track,USUM70832578,,2019.08.03
Cocky,Tilian,The Skeptic,Something,Playlist track,USUYG1106806,,2019.08.03
Kotov Syndrome,Rise Against,Appeal To Reason,Something,Playlist track,QMRSZ1901558,,2019.08.16
The Strokes - The Adults Are Talking (Unofficial Video),,,Something,Playlist track,USUG11901256,,2019.08.07
Midnight Heart,Watsky,x Infinity,Something,Playlist track,ushm81176195,,2019.08.16
Half,Tilian,Half,Something,Playlist track,USHR21980002,,2019.08.17
Bossa No Sé (feat. Jean Carter),Cuco,Bossa No Sé (feat. Jean Carter),Something,Playlist track,USEK71320910,,2019.08.17
I Just Can't Concentrate,The Western States Motel,Freeway Freeway Riverbed,Something,Playlist track,USSTT1900097,,2019.08.17
Prayers,Bayside,Prayers,Something,Playlist track,QMRSZ1901524,,2019.08.23
The Jiggler,Dance Gavin Dance,Acceptance Speech,Something,Playlist track,QMRSZ1901532,,2019.09.08
Bastard Son,Senses Fail,Bastard Son,Something,Playlist track,QMRSZ1901533,,2019.09.18
"The Robot with Human Hair, Pt. 4",Dance Gavin Dance,Acceptance Speech 2.0,Something,Playlist track,QMRSZ1901528,,2019.09.18
The Jiggler,Dance Gavin Dance,Acceptance Speech 2.0,Something,Playlist track,QMRSZ1801288,,2019.09.18
"Turn Off the Lights - I'm Watching Back to the Future, Pt. 2",Dance Gavin Dance,Acceptance Speech 2.0,Something,Playlist track,USEK71320901,,2019.09.18
"Strawberry Swisher, Pt. 3",Dance Gavin Dance,Acceptance Speech 2.0,Something,Playlist track,USEK71527711,,2019.09.18
Ghost Town,Tilian,The Skeptic,Something,Playlist track,USEK70908010,,2019.09.18
Jesus H. Macy,Dance Gavin Dance,Acceptance Speech,Something,Playlist track,USEK70806707,,2019.09.18
Variation,Dance Gavin Dance,Instant Gratification,Something,Playlist track,QMRSZ1801283,,2019.09.18
Powder to the People,Dance Gavin Dance,Happiness,Something,Playlist track,USYFZ1338004,,2019.09.18
Uneasy Hearts Weigh The Most,Dance Gavin Dance,Dance Gavin Dance,Something,Playlist track,QMRSZ1900607,,2019.09.18
Hold On,Tilian,The Skeptic,Something,Playlist track,QMUYR1300012,,2019.09.25
New Demons,I See Stars,New Demons,Something,Playlist track,TCACH1523381,,2019.09.27
TOO LATE,Chase Atlantic,PHASES,Something,Playlist track,QMRSZ1600739,,2019.09.27
Even a Ghost Has a Sanctuary,Famous Last Words,Two-Faced Charade,Something,Playlist track,QMDA61826262,,2019.09.27
Madame La Mort,newhaven,Newhaven,Something,Playlist track,USAT20803111,,2019.09.27
Let Down,Palisades,Palisades,Something,Playlist track,TCACH1572923,,2019.09.27
The End,Secrets,Secrets,Something,Playlist track,USRE11900336,,2019.09.27
Sodium,The Academy Is...,Sodium,Something,Playlist track,USP6L1900396,,2019.09.27
Fire Fire,Steam Powered Giraffe,"The Vice Quadrant, Pt. 1",Something,Playlist track,QMRSZ1900610,,2019.09.27
Father of All...,Green Day,Father of All...,Something,Playlist track,GBK3W1901137,,2019.09.27
Disease - The Blackbird Session,Beartooth,The Blackbird Session,Something,Playlist track,USHR21811112,,2019.10.04
Chemical,Thousand Below,Chemical,Something,Playlist track,US3X51943302,,2019.10.04
I Wish I Was Stephen Malkmus,beabadoobee,I Wish I Was Stephen Malkmus,Something,Playlist track,US3X51738003,,2019.10.04
Indra's Net,Circa Survive,The Amulet (Deluxe),Something,Playlist track,US3X51738005,,2019.10.04
Pet Names - Unplugged in LA,I The Mighty,Unplugged in LA,Something,Playlist track,GBUM71903161,,2019.10.04
Chaos in Motion,I The Mighty,Where the Mind Wants to Go / Where You Let It Go,Something,Playlist track,GBUM71903165,,2019.10.04
Symphony of Skin,I The Mighty,Where the Mind Wants to Go / Where You Let It Go,Something,Playlist track,GBUM71903159,,2019.10.04
Sleeptalk,Dayseeker,Sleeptalk,Something,Playlist track,USEK71320905,,2019.10.04
The Color Black,Dayseeker,Sleeptalk,Something,Playlist track,USEK71320903,,2019.10.04
Burial Plot,Dayseeker,Sleeptalk,Something,Playlist track,USEK71320909,,2019.10.04
Doom & Gloom,Dance Gavin Dance,Acceptance Speech,Something,Playlist track,USP6L1500118,,2019.10.04
Acceptance Speech,Dance Gavin Dance,Acceptance Speech,Something,Playlist track,TCADO1859169,,2019.10.04
Death of the Robot with Human Hair,Dance Gavin Dance,Acceptance Speech,Something,Playlist track,TCADO1859166,,2019.10.04
King of Anything,Beartooth,Aggressive,Something,Playlist track,USEP41737003,,2019.10.04
Cut Me Under,Royal Coda,Royal Coda,Something,Playlist track,USEP41935001,,2019.10.08
Blood Thinner,Royal Coda,Royal Coda,Something,Playlist track,USEP41629001,,2019.10.08
Before I Cave In,Too Close To Touch,Before I Cave In,Something,Playlist track,USP6L1800295,,2019.10.08
F.I.N.E.,Too Close To Touch,"I'm Hard To Love, But So Are You, Vol. 2",Something,Playlist track,USEK71320904,,2019.10.08
Sympathy,Too Close To Touch,Haven't Been Myself,Something,Playlist track,USP6L1800293,,2019.10.08
Enemy,Beartooth,Disease,Something,Playlist track,USHR21980002,,2019.10.08
Carve,Dance Gavin Dance,Acceptance Speech,Something,Playlist track,USHR21980001,,2019.10.09
Afterall,Beartooth,Disease,Something,Playlist track,USHR21980003,,2019.10.09
Prayers,Bayside,Interrobang,Something,Playlist track,USHR21980006,,2019.10.09
Interrobang,Bayside,Interrobang,Something,Playlist track,USHR21280002,,2019.10.09
Bury Me,Bayside,Bury Me,Something,Playlist track,USHR21980008,,2019.10.09
Numb,Bayside,Numb,Something,Playlist track,USHR21980004,,2019.10.09
Time Has Come,Bayside,Cult,Something,Playlist track,USHR21980005,,2019.10.09
Trouble,Bayside,Interrobang,Something,Playlist track,USHR21980007,,2019.10.09
Tall,Bayside,Interrobang,Something,Playlist track,USHR21980009,,2019.10.09
Medication,Bayside,Interrobang,Something,Playlist track,USHR21980010,,2019.10.09
Heaven,Bayside,Interrobang,Something,Playlist track,QMRSZ1901346,,2019.10.09
Walk It Off,Bayside,Interrobang,Something,Playlist track,US3X51637101,,2019.10.09
White Flag,Bayside,Interrobang,Something,Playlist track,US3X51738001,,2019.10.09
Blood Wolf,Dance Gavin Dance,Blood Wolf,Something,Playlist track,USEK71112309,,2019.10.11
The Hound and the Fox,I The Mighty,Oil in Water,Something,Playlist track,USRE11900382,,2019.10.13
Degenerates,I The Mighty,Where the Mind Wants to Go / Where You Let It Go,Something,Playlist track,US3X51637104,,2019.10.13
Privilously Poncheezied,Dance Gavin Dance,Downtown Battle Mountain II,Something,Playlist track,USEP41919025,,2019.10.13
"Fire, Ready, Aim",Green Day,Father of All...,Something,Playlist track,USHR21912807,,2019.10.13
Slow Dancing Forever,I The Mighty,Oil in Water,Something,Playlist track,US3X51121001,,2019.10.17
Nearly Perfect,Remo Drive,"Natural, Everyday Extended Play",Something,Playlist track,US3X50713904,,2019.10.17
High Definition,Waterparks,High Definition,Something,Playlist track,USHR21912806,,2019.10.17
The Dreamer,I The Mighty,Karma Never Sleeps,Something,Playlist track,USHR21912812,,2019.10.17
The Difference Between Medicine And Poison Is In The Dose,Circa Survive,On Letting Go,Something,Playlist track,USHR21912810,,2019.11.09
Easy To Hate,Waterparks,FANDOM,Something,Playlist track,US3X51531210,,2019.11.09
War Crimes,Waterparks,FANDOM,Something,Playlist track,QZDA71885746,,2019.11.09
Never Bloom Again,Waterparks,FANDOM,Something,Playlist track,USVIC0849301,,2019.11.09
The Hound and the Fox,I The Mighty,Connector,Something,Playlist track,TCAEK1934870,,2019.11.09
Prom Queen,Beach Bunny,Prom Queen,Something,Playlist track,USWU31000133,,2019.11.09
Boy,Bayside,Shudder (Bonus Track Version),Something,Playlist track,USHR21680010,,2019.11.09
The Innocence Of,Royal Coda,The Innocence Of,Something,Playlist track,USHR21711133,,2019.11.09
The Wrong Way,Bayside,Killing Time,Something,Playlist track,US22N1812807,,2019.11.09
It Doesn't Make It True,Bayside,Vacancy,Something,Playlist track,USMTD1811093,,2019.11.09
Lazarus,Circa Survive,Appendage,Something,Playlist track,QM2PV1706114,,2019.11.09
Happy Unhappy,The Beths,Future Me Hates Me,Something,Playlist track,USHR21711112,,2019.11.09
Heat Wave,Snail Mail,Lush,Something,Playlist track,QM42K1705422,,2019.11.09
Komodo,Samsa,Komodo,Something,Playlist track,QZHN31929684,,2019.11.09
Get Out,Circa Survive,Blue Sky Noise (Deluxe - Remastered),Something,Playlist track,USAT20703524,,2019.11.09
valentine (prod. flavors),atlas,valentine (prod. flavors),Something,Playlist track,QMCE71301029,,2019.11.09
Blue-Eyes White Yeti,I Met a Yeti,Blue-Eyes White Yeti,Something,Playlist track,QMRSZ1600417,,2019.11.13
Sugar Skulls,Envy On The Coast,Lucy Gray,Something,Playlist track,QM5BK1600111,,2019.11.13
You'll Be Fine,Anthony Green,Pixie Queen,Something,Playlist track,USRC10301526,,2019.11.13
Swimming In The Moonlight,Bad Suns,Disappear Here,Something,Playlist track,USQE91600053,,2019.11.13
Way It Goes,Hippo Campus,Landmark,Something,Playlist track,GBAHT1901118,,2019.11.13
The Way It Is,The Strokes,Room On Fire,Something,Playlist track,USEK70704602,,2019.11.13
Dream Boy,Beach Bunny,Dream Boy,Something,Playlist track,US3X51738006,,2019.11.26
Born Cold,Creeper,Born Cold,Something,Playlist track,QMRSZ1600584,,2019.11.26
And I Told Them I Invented Times New Roman,Dance Gavin Dance,Downtown Battle Mountain,Something,Playlist track,TCACB1498579,,2019.11.26
Sleepwalker,I The Mighty,Where the Mind Wants to Go / Where You Let It Go,Something,Playlist track,QMJ2V1300007,,2019.11.26
